original_sponsor,clustered_sponsor
"CAFE DE BORDEAUX","CAFE DE BORDEAUX"
"THE HOFFMAN HOUSE","THE HOFFMAN HOUSE"
"BINGHAM HOUSE","BINGHAM HOUSE"
"GETTYSBURG HIGH SCHOOL LUMNI ASSOCIATION","GETTYSBURG HIGH SCHOOL LUMNI ASSOCIATION"
"BUSINESS MEN'S LEAGUE OF ST.LOUIS","BUSINESS MEN'S LEAGUE OF ST.LOUIS"
"HOTEL CONTINENTAL","HOTEL CONTINENTAL"
"PAWTUCKET BOAT CLUB","PAWTUCKET BOAT CLUB"
"DELTA KAPPA EPSILON FRAT.","DELTA KAPPA EPSILON FRAT."
"BIRMINGHAM ALUMNI ASSOCIATION OF THE UNIVERSITY OF THE SOUTH","BIRMINGHAM ALUMNI ASSOCIATION OF THE UNIVERSITY OF THE SOUTH"
"VAN NUYS","VAN NUYS"
"ITALIAN-AMERICAN CITIZENS OF THE SIXTH ASSEMBLY DISTRICT","ITALIAN-AMERICAN CITIZENS OF THE SIXTH ASSEMBLY DISTRICT"
"MILLINERY TRAVELING MEN'S ASSOCIATION OF CHICAGO","MILLINERY TRAVELING MEN'S ASSOCIATION OF CHICAGO"
"YE OLDE DUTCH TAVERN","YE OLDE DUTCH TAVERN"
"NORTH WESTERN RR LINE","NORTH WESTERN RR LINE"
"SQUANTUM ASSOCIATION","SQUANTUM ASSOCIATION"
"CONGRESS HOTEL","CONGRESS HOTEL"
"(KING LEOPOLD II OF BELGIUM AND QUEEN MARIE-HENRIETTE)","(KING LEOPOLD II OF BELGIUM AND QUEEN MARIE-HENRIETTE)"
"SOCIETY OF MAYFLOWER DESCENDENTS","SOCIETY OF MAYFLOWER DESCENDENTS"
"EPIPHANY BROTHERHOOD","EPIPHANY BROTHERHOOD"
"SANITARIUM HOTEL","SANITARIUM HOTEL"
"CINCINNATI MEMBERS","CINCINNATI MEMBERS"
"MASONIC CLUB","MASONIC CLUB"
"AVON SOCIETY","AVON SOCIETY"
"THE SAN FRANCISCO HOTEL MEN'S ASSOCIATION","THE SAN FRANCISCO HOTEL MEN'S ASSOCIATION"
"Restaurant Charles & Biggles Bar","Restaurant Charles & Biggles Bar"
"Het havenrestaurant","Het havenrestaurant"
"Bali","Bali"
"De Hoop Op D'Swarte Walvis","De Hoop Op D'Swarte Walvis"
"Herta Harmer Paulusstube","Herta Harmer Paulusstube"
"The Buena Vista","The Buena Vista"
"Ult-Berliner Gchnectenhaus","Ult-Berliner Gchnectenhaus"
"Bareschuur","Bareschuur"
"Restaurant (Le Pavillon du Lac) du Parc Montsouris Le Jardin de la Paresse","Restaurant (Le Pavillon du Lac) du Parc Montsouris Le Jardin de la Paresse"
"Hotel Del Monte","Hotel Del Monte"
"TURKISH AMBASSADOR","TURKISH AMBASSADOR"
"The Cobble Stones","The Cobble Stones"
"Restaurant Franziskaner","Restaurant Franziskaner"
"The Harvard Club","The Harvard Club"
"The Palace","The Palace"
"Wiggins Tavern","Wiggins Tavern"
"Los Josan Restaurant","Los Josan Restaurant"
"St. Regis Roof","St. Regis Roof"
"S.S. United States","S.S. United States"
"Red Coach Grill","Red Coach Grill"
"S.S. Maasdam","S.S. Maasdam"
"Genroku Sushi","Genroku Sushi"
"Caribe Hiltom   Pool Terrace","Caribe Hiltom   Pool Terrace"
"Red Rose Inn","Red Rose Inn"
"Longchamps","Longchamps"
"Savoy Grill","Savoy Grill"
"Leighton's Woodlands Lake Restaurant","Leighton's Woodlands Lake Restaurant"
"The Hotel Beach Plaza","The Hotel Beach Plaza"
"Lou Marques","Lou Marques"
"Dobbs House","Dobbs House"
"Hotel Schlicker Bochum","Hotel Schlicker Bochum"
"Grand Ballroom","Grand Ballroom"
"Mike's Ship A Hoy","Mike's Ship A Hoy"
"Honiss Oyster House Co.","Honiss Oyster House Co."
"Charlie's Café Exceptionale","Charlie's Café Exceptionale"
"Klein's","Klein's"
"Cheaspeake House","Cheaspeake House"
"Monomonock Inn","Monomonock Inn"
"Hotel Lafayette","Hotel Lafayette"
"Robert Treat Hotel","Robert Treat Hotel"
"'''Paris'''''''","'''Paris'''''''"
"'S.S. ''Republic'''''''","'S.S. ''Republic'''''''"
"Hotel Cecil","Hotel Cecil"
"The Grand Hotel Ltd.","The Grand Hotel Ltd."
"The New Mills Hotel Restaurant and Lunch Counter","The New Mills Hotel Restaurant and Lunch Counter"
"Macy's","Macy's"
"The Syrian Restaurant for Ladies' & Gents","The Syrian Restaurant for Ladies' & Gents"
"Broadway Auditorium","Broadway Auditorium"
"The Copley-Plaza","The Copley-Plaza"
"Hotel Griswold","Hotel Griswold"
"Hotel Schynige Platte und Hotel Bellevue","Hotel Schynige Platte und Hotel Bellevue"
"MARIE ANTOINETTE HOTEL","MARIE ANTOINETTE HOTEL"
"OCEAN STEAMSHOP CO.","OCEAN STEAMSHOP CO."
"REFORM CLUB","REFORM CLUB"
"PROVIDENT BUILDING","PROVIDENT BUILDING"
"NORTHERN PACIFIC RAILWAY DINING CARD SERVICE","NORTHERN PACIFIC RAILWAY DINING CARD SERVICE"
"NEW ROCKINGHAM","NEW ROCKINGHAM"
"SOUTHERN PACIFIC COMPANY - DINING CAR SERVICE","SOUTHERN PACIFIC COMPANY - DINING CAR SERVICE"
"VICTORIAN RESTAURANT","VICTORIAN RESTAURANT"
"'POSSUM CLUB","'POSSUM CLUB"
"NIPPON YUSEN KAISHA - S.S.ROSETTA MARU","NIPPON YUSEN KAISHA - S.S.ROSETTA MARU"
"UNITED TYPOTHETAE OF AMERICA","UNITED TYPOTHETAE OF AMERICA"
"PENNSYLVANIA LIMITED","PENNSYLVANIA LIMITED"
"RMS OCEANIC","RMS OCEANIC"
"CHAPTERS OF FIRST DISTRICT IN COUNCIL AT THE COMMONWEALTH","CHAPTERS OF FIRST DISTRICT IN COUNCIL AT THE COMMONWEALTH"
"HOTEL BALTIMORE","HOTEL BALTIMORE"
"AUSPICES OF THE NEW YORK FRUIT EXCHANGE","AUSPICES OF THE NEW YORK FRUIT EXCHANGE"
"(KING UMBERTO)","(KING UMBERTO)"
"SPORTSMANS CLUB","SPORTSMANS CLUB"
"SHANLEY'S OYSTER HOUSES AND GRILL ROOM","SHANLEY'S OYSTER HOUSES AND GRILL ROOM"
"MOUQUIN RESTAURANT AND WINE CO","MOUQUIN RESTAURANT AND WINE CO"
"NORTH BRITISH STATION HOTEL","NORTH BRITISH STATION HOTEL"
"THE INTERNATIONAL HOTEL EMPLOYES SOCIETY","THE INTERNATIONAL HOTEL EMPLOYES SOCIETY"
"PRINCE FERDINAND OF BULGARIA","PRINCE FERDINAND OF BULGARIA"
"? CLUB","? CLUB"
"HOTEL ST. GEORGE","HOTEL ST. GEORGE"
"WANAMAKER STORE","WANAMAKER STORE"
"FORDHAM UNIVERSITY ALUMNI ASSOCIATION","FORDHAM UNIVERSITY ALUMNI ASSOCIATION"
"CHARLES FREDERICK DALEY'S FRIENDS","CHARLES FREDERICK DALEY'S FRIENDS"
"PRESIDENT & VICE PRESIDENT OF THE AMERICAN BOARD","PRESIDENT & VICE PRESIDENT OF THE AMERICAN BOARD"
"SAINT PAUL CHAMBER OF COMMERCE","SAINT PAUL CHAMBER OF COMMERCE"
"THE HOLLAND SOCIETY OF NEW YORK","THE HOLLAND SOCIETY OF NEW YORK"
"AMHERST ALUMNI ASSOCIATION","AMHERST ALUMNI ASSOCIATION"
"CONFEDERATE VETERAN CAMP OF NEW YORK","CONFEDERATE VETERAN CAMP OF NEW YORK"
"LA REPUBLIQUE FRANCAISE DINER","LA REPUBLIQUE FRANCAISE DINER"
"NEW HAMPSHIRE CLUB","NEW HAMPSHIRE CLUB"
"CITY EDITOR'S ASSOCIATION OF PHILADELPHIA","CITY EDITOR'S ASSOCIATION OF PHILADELPHIA"
"U.S. NATIONAL MUSEUM","U.S. NATIONAL MUSEUM"
"WOMAN'S PRESS CLUB","WOMAN'S PRESS CLUB"
"S.M.S.VINETA","S.M.S.VINETA"
"MR.J. KENNEDY TOD-11 EAST 9TH ST.","MR.J. KENNEDY TOD-11 EAST 9TH ST."
"COSMOPOLITAN CLUB","COSMOPOLITAN CLUB"
"FRATERBAK UNION OF ANOINTED HIGH PRIESTS OF THE STATE OF NEW YORK","FRATERBAK UNION OF ANOINTED HIGH PRIESTS OF THE STATE OF NEW YORK"
\N,\N
"NEW ENGLAND SOCIETY OF NORTHEASTERN PENNSYLVANIA","NEW ENGLAND SOCIETY OF NORTHEASTERN PENNSYLVANIA"
"44TH & 56TH ESSEX REGIMENT","44TH & 56TH ESSEX REGIMENT"
"AMBASSADE DE FRANCE","AMBASSADE DE FRANCE"
"MANHASSET CLUB","MANHASSET CLUB"
"PROFILE HOUSE  AND HOTEL VENDOME","PROFILE HOUSE  AND HOTEL VENDOME"
"BRIARCLIFF LODGE","BRIARCLIFF LODGE"
"POLYTECHNIC LODGE & ROBERT MITCHELL LODGE","POLYTECHNIC LODGE & ROBERT MITCHELL LODGE"
"GARIBALDI PLEASURE CLUB","GARIBALDI PLEASURE CLUB"
"MASTER PLUMBERS ASSOCIATION","MASTER PLUMBERS ASSOCIATION"
"KANSAS CITY BAR ASSOCIATION","KANSAS CITY BAR ASSOCIATION"
"THE REFORM CLUB","THE REFORM CLUB"
"QUINCY HOUSE","QUINCY HOUSE"
"WISCONSIN SOCIETY SONS OF THE AMERICAN REVOLUTION","WISCONSIN SOCIETY SONS OF THE AMERICAN REVOLUTION"
"Langelinie Pavillonen","Langelinie Pavillonen"
"Mon cher ton ton","Mon cher ton ton"
"Ristorante Bianchi ","Ristorante Bianchi "
"Bristol Restaurant","Bristol Restaurant"
"Hotel Schwarzer Bock","Hotel Schwarzer Bock"
"Lassere","Lassere"
"Alexis","Alexis"
"Condi","Condi"
"passa tempo","passa tempo"
"Danny's Hide-a-way","Danny's Hide-a-way"
"Dinner At The Sudan Club.","Dinner At The Sudan Club."
"The Arizona Biltmore","The Arizona Biltmore"
"King Minos Hotel","King Minos Hotel"
"Alfredo's","Alfredo's"
"The Tower Suite","The Tower Suite"
"Schwabenstuben","Schwabenstuben"
"S.S. Santa Rosa","S.S. Santa Rosa"
"Kramer's Restaurant","Kramer's Restaurant"
"Restaurant Hélène De Champlain","Restaurant Hélène De Champlain"
"Nassau Tavern Hotel","Nassau Tavern Hotel"
"George Washington Manor","George Washington Manor"
"The Compound","The Compound"
"Larre Ii","Larre Ii"
"Hotel Dyckman","Hotel Dyckman"
"Hermis Restaurant","Hermis Restaurant"
"The Rockefeller Foundation","The Rockefeller Foundation"
"Korean Restaurant Mi Cin","Korean Restaurant Mi Cin"
"Joe's American Bar & Grill","Joe's American Bar & Grill"
"Dinarzade","Dinarzade"
"Hotel Brunswick","Hotel Brunswick"
"President Tavern","President Tavern"
"Holland House Taverne","Holland House Taverne"
"Ritz Carlton Ballroom","Ritz Carlton Ballroom"
"S/S St. Lawrence; S/S Tadoussac; S/S Richelieu; S/S Quebec","S/S St. Lawrence; S/S Tadoussac; S/S Richelieu; S/S Quebec"
"The Biltmore","The Biltmore"
"Putnam & Thurston's","Putnam & Thurston's"
"Hotel St. George","Hotel St. George"
"Hotel Kimball","Hotel Kimball"
"Moana Hotel","Moana Hotel"
"The Heublein","The Heublein"
"Young Men's Christian Association   Railroad Department","Young Men's Christian Association   Railroad Department"
"The St. Anthony","The St. Anthony"
"South Ferry Hotel","South Ferry Hotel"
"R.H. Macy and Co.","R.H. Macy and Co."
"Knickerbocker Hotel","Knickerbocker Hotel"
"Café Boheme","Café Boheme"
"Hotel Belleclaire","Hotel Belleclaire"
"Gutmann's Café and Restaurant","Gutmann's Café and Restaurant"
"Viemeister's","Viemeister's"
"The Illinois State Armory","The Illinois State Armory"
"Twin Falls High School Auditorium","Twin Falls High School Auditorium"
"Meridian Club","Meridian Club"
"Bohemian Club","Bohemian Club"
"The Bancroft Hotel","The Bancroft Hotel"
"The New Morrison Hotel","The New Morrison Hotel"
"Saengerbund Hall","Saengerbund Hall"
"Maplewood Hotel","Maplewood Hotel"
"BROADWAY CENTRAL HOTEL","BROADWAY CENTRAL HOTEL"
"SULLIVAN'S","SULLIVAN'S"
"PUTNAM HOUSE","PUTNAM HOUSE"
"McGOWN'S PASS TAVERN","McGOWN'S PASS TAVERN"
"LAMBERT'S RESTAURANT","LAMBERT'S RESTAURANT"
"QUEBEC STEAMSHIP COMPANY - SS TRINIDAD","QUEBEC STEAMSHIP COMPANY - SS TRINIDAD"
"OCEANIC STEAMSHIP CO. - SIERRA","OCEANIC STEAMSHIP CO. - SIERRA"
"CHESAPEAKE STEAMSHIP CO.","CHESAPEAKE STEAMSHIP CO."
"E.B. ORCUTT RESTAURANT AND CAFE","E.B. ORCUTT RESTAURANT AND CAFE"
"CHAMPLAIN HOTEL","CHAMPLAIN HOTEL"
"O.D.","O.D."
"HOTEL SEILER","HOTEL SEILER"
"US ARMY - SUBSISTENCE DEPT.","US ARMY - SUBSISTENCE DEPT."
"AMERICAL CHEMICAL SOCIETY","AMERICAL CHEMICAL SOCIETY"
"OAK BLUFFS CLUB","OAK BLUFFS CLUB"
"NATIONAL HOTEL","NATIONAL HOTEL"
"NATIONAL WHOLESALE DRUGGISTS' ASSOCIATION","NATIONAL WHOLESALE DRUGGISTS' ASSOCIATION"
"TOLEDO FIRE UNDERWRITERS ASSOCIATION","TOLEDO FIRE UNDERWRITERS ASSOCIATION"
"LOUISIANA BAR ASSOCIATION","LOUISIANA BAR ASSOCIATION"
"SOCIETY OF COLONIAL WARS IN STATE OF NEW JERSEY","SOCIETY OF COLONIAL WARS IN STATE OF NEW JERSEY"
"OHIO SOCIETY SONS OF THE REVOLUTION","OHIO SOCIETY SONS OF THE REVOLUTION"
"CATERERS OF ALABAMA - STATE ORGANIZATION AFFILIATED WITH I.S.A.","CATERERS OF ALABAMA - STATE ORGANIZATION AFFILIATED WITH I.S.A."
"OHIO SOCIETY OF NEW YORK","OHIO SOCIETY OF NEW YORK"
"NEW ENGLAND MANUFACTURING JEWLERS' AND SILVERSMITHS' ASSOCIATION","NEW ENGLAND MANUFACTURING JEWLERS' AND SILVERSMITHS' ASSOCIATION"
"COLUMBIA UNIVERSITY DEBATING UNION","COLUMBIA UNIVERSITY DEBATING UNION"
"PHI DELTA THETA","PHI DELTA THETA"
"NEW YORK & CHICAGO LIMITED","NEW YORK & CHICAGO LIMITED"
"LE COMTE DE FLANDRES","LE COMTE DE FLANDRES"
"AUDITORIUM","AUDITORIUM"
"THE STANDISH","THE STANDISH"
"PETER TIVNAN LUNCH CO.","PETER TIVNAN LUNCH CO."
"HARLEM MUNICIPAL OWNERSHIP CLUB","HARLEM MUNICIPAL OWNERSHIP CLUB"
"RESTAURANT MARTIN","RESTAURANT MARTIN"
"REAL PACO DAS NECESSIDANDES","REAL PACO DAS NECESSIDANDES"
"LUMBER DEALERS ASSOCIATION OF CONNECTICUT","LUMBER DEALERS ASSOCIATION OF CONNECTICUT"
"(KING KARL AND QUEEN OLGA OF WURTINBERG)","(KING KARL AND QUEEN OLGA OF WURTINBERG)"
"CONGRESS OF ITALIAN ENGINEERS AND ARCHITECTS","CONGRESS OF ITALIAN ENGINEERS AND ARCHITECTS"
"MERCHANT'S CLUB OF BOSTON","MERCHANT'S CLUB OF BOSTON"
"(HENRY IRVING ?)","(HENRY IRVING ?)"
"V. FORTWENGLER","V. FORTWENGLER"
"SECRETARY OF STATE (MR BAYARD'S?)","SECRETARY OF STATE (MR BAYARD'S?)"
"NEW YORK LIBRARY CLUB","NEW YORK LIBRARY CLUB"
"GATTI'S ADELPHI RESTAURANT","GATTI'S ADELPHI RESTAURANT"
"Scott's Restaurant Limited","Scott's Restaurant Limited"
"Movenpick Dreikonighaus","Movenpick Dreikonighaus"
"Royal Orologio","Royal Orologio"
"Continental Hilton","Continental Hilton"
"L'Escargot Restaurant","L'Escargot Restaurant"
"Hotel Restaurant Troisgros","Hotel Restaurant Troisgros"
"Shopsy's","Shopsy's"
"Brauerie Zum Schiffchen","Brauerie Zum Schiffchen"
"The Greenery","The Greenery"
"Orangerie","Orangerie"
"Schlosshotel Kronberg","Schlosshotel Kronberg"
"Taillevent","Taillevent"
"The Musicians Club of San Francisco","The Musicians Club of San Francisco"
"'NORDDEUTSCHER LLOYD","'NORDDEUTSCHER LLOYD"
"SALMEN-RESTAURANT KROPF","SALMEN-RESTAURANT KROPF"
"'CONFRERIE DE LA CHAINE DES ROTISSEURS","'CONFRERIE DE LA CHAINE DES ROTISSEURS"
"Pipe Organ Pizza","Pipe Organ Pizza"
"Cn","Cn"
"R.M.S. Queen Elizabeth 2","R.M.S. Queen Elizabeth 2"
"The West Side Express","The West Side Express"
"Restaurante Prendes","Restaurante Prendes"
"Hotel Beach Plaza","Hotel Beach Plaza"
"Butcher Block Steak House","Butcher Block Steak House"
"Broadway Cocktail Lounge","Broadway Cocktail Lounge"
"Le Ferrandi","Le Ferrandi"
"Zur Kebe","Zur Kebe"
"Stagecoach Hill","Stagecoach Hill"
"Hardtke","Hardtke"
"Hotel Rössli","Hotel Rössli"
"Royal Grand Hotel","Royal Grand Hotel"
"Johnny Francis' Elbow Room At The Canal House","Johnny Francis' Elbow Room At The Canal House"
"Hotel Commodore   Century Room","Hotel Commodore   Century Room"
"Vincent","Vincent"
"Publick House","Publick House"
"Prezzario","Prezzario"
"Hotel Roanoake","Hotel Roanoake"
"Stureplan Stockholm","Stureplan Stockholm"
"Golden State Limited","Golden State Limited"
"Hotel Mc Alpin","Hotel Mc Alpin"
"Pig N'whistle","Pig N'whistle"
"Hotel Pierre   Ballroom","Hotel Pierre   Ballroom"
"The Super Chief","The Super Chief"
"Hotel William Penn","Hotel William Penn"
"Graemere Hotel","Graemere Hotel"
"Reuben's","Reuben's"
"Hotel Grande Bretagne","Hotel Grande Bretagne"
"Alpine Club","Alpine Club"
"The Windsor","The Windsor"
"Hotel Clark","Hotel Clark"
"U.S. Grant Hotel","U.S. Grant Hotel"
"Davidson's","Davidson's"
"Abbey Inn","Abbey Inn"
"Eastern Hotel","Eastern Hotel"
"Hanover Lunch Co.","Hanover Lunch Co."
"Hotel Shattuck","Hotel Shattuck"
"Royal Blue Line","Royal Blue Line"
"Harrison Town Hall","Harrison Town Hall"
"Masonic Temple","Masonic Temple"
" for the Brooklyn City Directory.'"," for the Brooklyn City Directory.'"
"Healy's","Healy's"
"Arion Hotel","Arion Hotel"
"Hofbrau Restaurant: Würzburger Hofbrau","Hofbrau Restaurant: Würzburger Hofbrau"
"Bay Shore House","Bay Shore House"
"HOTEL IMPERIAL","HOTEL IMPERIAL"
"GRAND HOTEL L'D.","GRAND HOTEL L'D."
"NIPPON YUSEN KAISHA","NIPPON YUSEN KAISHA"
"DENTAL DEPARTMENT OF WASHINGTON UNIVERSITY","DENTAL DEPARTMENT OF WASHINGTON UNIVERSITY"
"(MANHATTAN CLUB)","(MANHATTAN CLUB)"
"GRAND TRUNK RAILWAY SYSTEM","GRAND TRUNK RAILWAY SYSTEM"
"QUEBEC STEAMSHIP CO. - SS TRINIDAD","QUEBEC STEAMSHIP CO. - SS TRINIDAD"
"SOCIETA VESPRO SICILIANO","SOCIETA VESPRO SICILIANO"
"NIPPON YUSEN KAISHA - S.S.KASUGA","NIPPON YUSEN KAISHA - S.S.KASUGA"
"N.C. AT SQUANTUM","N.C. AT SQUANTUM"
"CASTLETON HOTEL","CASTLETON HOTEL"
"ATLANTIC TRANSPORT LINE - S.S.MESABA","ATLANTIC TRANSPORT LINE - S.S.MESABA"
"WALDORF-ASTORIA","WALDORF-ASTORIA"
"GRAND LODGE BENEVOLENT PROTECTIVE ORDER OF ELKS","GRAND LODGE BENEVOLENT PROTECTIVE ORDER OF ELKS"
"HOTEL VENDOME","HOTEL VENDOME"
"ARKWRIGHT CLUB","ARKWRIGHT CLUB"
"HIGH APPELLATE COURT OF PENNSYLVANIA","HIGH APPELLATE COURT OF PENNSYLVANIA"
"ALUMNI ASSOCIATION OF THE MASSACHUSETTS INSTITUTE OF TECHNOLOGY","ALUMNI ASSOCIATION OF THE MASSACHUSETTS INSTITUTE OF TECHNOLOGY"
"HENRY HAHLO & JEANNETTE WISE","HENRY HAHLO & JEANNETTE WISE"
"PENNSYLVANIA SOCIETY","PENNSYLVANIA SOCIETY"
"PENNSYLVANIA RAILROAD DINING CAR","PENNSYLVANIA RAILROAD DINING CAR"
"NORDSTJERNAN","NORDSTJERNAN"
"FLAT IRON RESTAURANT","FLAT IRON RESTAURANT"
"MURO HOTEL","MURO HOTEL"
"FI8FTY MILLION CLUB ANNUAL REUNION","FI8FTY MILLION CLUB ANNUAL REUNION"
"STATE SOCIETY OF THE CINCINNATI OF NJ","STATE SOCIETY OF THE CINCINNATI OF NJ"
"TENNESSEE CENTENNIAL EXPOSITION","TENNESSEE CENTENNIAL EXPOSITION"
"BRITISH LEGATION","BRITISH LEGATION"
"PUMPERNICKEL CLUB","PUMPERNICKEL CLUB"
"ALUMNI OF RUTGES COLLEGE","ALUMNI OF RUTGES COLLEGE"
"COLLEAGUES AND FRIENDS OF PROFESSOR JOSEPH LOVERING","COLLEAGUES AND FRIENDS OF PROFESSOR JOSEPH LOVERING"
"GRAND HOTEL BAD HOMBURG","GRAND HOTEL BAD HOMBURG"
"BOSTON JEWELER'S CLUB","BOSTON JEWELER'S CLUB"
"ELKS'","ELKS'"
"SAGAMORE HOTEL RESTAURANT AND CAFE","SAGAMORE HOTEL RESTAURANT AND CAFE"
"NEW YORK POST-GRADUATE MEDICAL SCHOOL","NEW YORK POST-GRADUATE MEDICAL SCHOOL"
"OLYMPIC SPORTS CLUB","OLYMPIC SPORTS CLUB"
"BOA VISTA HOTEL","BOA VISTA HOTEL"
"MANUFACTURERS' CLUB","MANUFACTURERS' CLUB"
"TWENTY-FOURTH WARD REPUBLICAN CLUB","TWENTY-FOURTH WARD REPUBLICAN CLUB"
"MASSACHUSETTS DEMOCRATIC STATE COMMITTEE","MASSACHUSETTS DEMOCRATIC STATE COMMITTEE"
"HAFNIA LIFE INSURANCE","HAFNIA LIFE INSURANCE"
"HARVARD CLUB OF RHODE ISLAND","HARVARD CLUB OF RHODE ISLAND"
"ILLINOIS MANUFACTURERS' ASSN.","ILLINOIS MANUFACTURERS' ASSN."
"NEW YORK BOARD OF TRADE AND TRANSPORTATION","NEW YORK BOARD OF TRADE AND TRANSPORTATION"
"RAILROAD FRIENDS OF J.C.WOODWORTH","RAILROAD FRIENDS OF J.C.WOODWORTH"
"CAFE DES AMBASSADEURS","CAFE DES AMBASSADEURS"
"COLUMBIA CASINO","COLUMBIA CASINO"
"COVER CLUB OF BOSTON","COVER CLUB OF BOSTON"
"ADOLF MEHRKENS MANNERCHOR","ADOLF MEHRKENS MANNERCHOR"
"PRESIDENTE DE LA RUPUBLICA  Y SENORA Y DEL SENOR ELIHU ROOR Y SENORA","PRESIDENTE DE LA RUPUBLICA  Y SENORA Y DEL SENOR ELIHU ROOR Y SENORA"
"CHAMBER OF COMMERCE (NY?)","CHAMBER OF COMMERCE (NY?)"
"Balthazar","Balthazar"
"TECHAU TAVERN","TECHAU TAVERN"
"PURCELL HOUSE","PURCELL HOUSE"
"ITALIAN CHAMBER OF COMMERCE IN NEW YORK","ITALIAN CHAMBER OF COMMERCE IN NEW YORK"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS - NEW DAWN LODGE NO. 25","BENEVOLENT & PROTECTIVE ORDER OF ELKS - NEW DAWN LODGE NO. 25"
"Zunfthaus Zur Waag","Zunfthaus Zur Waag"
"Yamato","Yamato"
"Glocken","Glocken"
"La Coserie des Lilas","La Coserie des Lilas"
"The Woodstock Inn","The Woodstock Inn"
"Oscar's Confucius Cafe","Oscar's Confucius Cafe"
"Boston & Albany Railroad","Boston & Albany Railroad"
"Richmond Beer Garden","Richmond Beer Garden"
"The New Twin Zephyrs","The New Twin Zephyrs"
"Algonquin Hotel","Algonquin Hotel"
"Gramercy Inn; H.R. Weissberg Hotel Corp.","Gramercy Inn; H.R. Weissberg Hotel Corp."
"Fifth Annual Dinner Of The Macdowell Club Of New York City","Fifth Annual Dinner Of The Macdowell Club Of New York City"
"'The Yates Hotel","'The Yates Hotel"
"Hotel Carlyle","Hotel Carlyle"
"The Swiss Pavillion","The Swiss Pavillion"
"Stockholm Restaurant","Stockholm Restaurant"
"La Crêpe","La Crêpe"
"The Brass Rail","The Brass Rail"
"Lindy's","Lindy's"
"Angebilt Hotel","Angebilt Hotel"
"The Embers","The Embers"
"Gian Marino","Gian Marino"
"Allerton House","Allerton House"
"Savicny","Savicny"
"Butler's","Butler's"
"Shogun","Shogun"
"Spic And Span Bakery And Café","Spic And Span Bakery And Café"
"Hunan Park","Hunan Park"
"Palmer House","Palmer House"
"The Terrace Restaurant","The Terrace Restaurant"
"Monte's","Monte's"
"Felidia Ristorante","Felidia Ristorante"
"Chateau Briand","Chateau Briand"
"Café De La Paix","Café De La Paix"
"S.S. Wilson","S.S. Wilson"
"Monte Proser's Copacabana","Monte Proser's Copacabana"
"Biltmore Bowl","Biltmore Bowl"
"The Caviar","The Caviar"
"The New Haven R.R.","The New Haven R.R."
"La Guardia Airport Coffee Shop","La Guardia Airport Coffee Shop"
"The Willard Hotel","The Willard Hotel"
"Great Northern Hotel","Great Northern Hotel"
"Exchange Station Hotel","Exchange Station Hotel"
"The Gridiron Club","The Gridiron Club"
"The Blackstone","The Blackstone"
"Progress Casino","Progress Casino"
"The Imperial","The Imperial"
"The New Broadway Restaurant and Lunch Room","The New Broadway Restaurant and Lunch Room"
"St. Denis Hotel: Taylor's Restaurant","St. Denis Hotel: Taylor's Restaurant"
"Hauptre?taurant Au??tellung?park","Hauptre?taurant Au??tellung?park"
"Travers Island Club House","Travers Island Club House"
"CUNARD LINE","CUNARD LINE"
"NEW FALMOUTH HOTEL","NEW FALMOUTH HOTEL"
"(MR. THOMAS HASTINGS)","(MR. THOMAS HASTINGS)"
"WINDSOR HOTEL","WINDSOR HOTEL"
"BERT HOUGH & TONY FRANKER - PABST BLUE RIBBON","BERT HOUGH & TONY FRANKER - PABST BLUE RIBBON"
"SOUTHERN RAILWAY; NORFOLK & WESTERN RAILWAY; ALABAMA GREAT SOUTHERN RAILW3AY; NEW ORLEANS & NORTHEASTERN RAILROAD;","SOUTHERN RAILWAY; NORFOLK & WESTERN RAILWAY; ALABAMA GREAT SOUTHERN RAILW3AY; NEW ORLEANS & NORTHEASTERN RAILROAD;"
"U.S.ARMY TRANSPORT WARREN","U.S.ARMY TRANSPORT WARREN"
"PULLMAN DINING CAR SERVICE -THE PRESIDENT","PULLMAN DINING CAR SERVICE -THE PRESIDENT"
"'NEW HOTEL BERKELEY","'NEW HOTEL BERKELEY"
"CANADIAN PACIFIC RAILWAY CO. - S.S.ALBERTA","CANADIAN PACIFIC RAILWAY CO. - S.S.ALBERTA"
"CANDIAN PACIFIC RAILWAY CO. - S.S.MANITOBA","CANDIAN PACIFIC RAILWAY CO. - S.S.MANITOBA"
"PROFILE HOUSE/HOTEL VENDOME","PROFILE HOUSE/HOTEL VENDOME"
"C.C.N.Y.CLASS OF '80","C.C.N.Y.CLASS OF '80"
"BRISTOL'S DINING ROOMS","BRISTOL'S DINING ROOMS"
"HANBURG-AMERIKA LINIE  - STEAMER FURST BISMARCK","HANBURG-AMERIKA LINIE  - STEAMER FURST BISMARCK"
"ALBANY SOCIETY OF NEW YORK","ALBANY SOCIETY OF NEW YORK"
"(KING HAAKON VII)","(KING HAAKON VII)"
"BIBLE-HOTEL","BIBLE-HOTEL"
"CITY HOTEL","CITY HOTEL"
"NEW YORK ALUMNI ASSOCIATION OF THE UNIVERSITY OF ROCHESTER","NEW YORK ALUMNI ASSOCIATION OF THE UNIVERSITY OF ROCHESTER"
