original_sponsor,clustered_sponsor
Hotel Waldhaus Sils Maria,Hotel Waldhaus Sils Maria
The Causerie,The Causerie
Rib Room,Rib Room
Im Haus Der Kunst,Im Haus Der Kunst
Coffee Shop,Coffe Shop
S.S. Liberty,S.S. Liberty
Maison De France,Maison De France
Hotel Flora,Hotel Flora
BÅ±rger Stuben,Bå±rger Stuben
Eden Roc Pavilion,Eden Roc Pavilion
Hotel Schweizerhof,Hotel Schweizerhof
Union Pacific  Railroad,Union Pacific Railroad
Volvos Vagnsfest,Volvos Vagnsfest
Eaton's Chicken House,Eaton's Chicken House
Restaurant Mayan,Mayan Restaurant
St. Francis Hotel,Hotel St. Francis
The White Turkey Town House,The White Turkey Town House
Grove Park Inn,Grove Park Inn
Aviation Terrace,Aviation Terrace
Hotel Saskatchewan,Hotel Saskatchewan
Hotel Vancouver,Hotel Vancouver
Astor Tavern,Astor Tavern
Yale Club,Yale Club
The Portland,The Portland
U.S.S. North Dakota,U.S.S. North Dakota
Hotel Royal - Rome,Hotel Royal - Rome
Reformed Church of Harlem,Reformed Church Of Harlem
The New Mills Hotel,The New Mills Hotel
Drug and Chemical Club,Drug And Chemical Club
The Hotel Ten Eyck,The Hotel Ten Eyck
Harmonie Hall,Harmonie Hall
Narragansett Hotel,Narragansett Hotel
Jansen's Restaurant,Jansen's Restaurant
Woolworth Building,Woolworth Building
Travers Island,Travers Island
MRS CLUFF,Mrs Cluff
CALUMET CLUB OF NEW YORK,Calumet Club Of New York
HOTEL MAJESTIC,(majestic Hotel)
CRISTOFORO COLOMBO RESTAURANT,Cristoforo Colombo Restaurant
COSMOPOLITAN HOTEL,Cosmopolitan Hotel
NEW YORK PRESS CLUB,New York Press Club
BRITISH SCHOOLS AND UNIVERSITIES CLUB,British Schools And Universities Club
GRAND HOTEL DE STE-MAXIME,Grand Hotel De Ste-maxime
PACIFIC MAIL STEAMSHIP CO./TRANS PACIFIC LINE,Pacific Mail Steamship Co.
PALACE HOTEL RESTAURAT AND LADIES GRILL ROOM,Palace Hotel Restaurant
WALDHAUS AROSA,Waldhaus Arosa
CRAWFORD HOUSE,Crawford House
HAMBURG-AMERICA LINIE,Hamburg-america Line
INCORPORATED INSTITUTE OF ACCOUNTANTS,Incorporated Institute Of Accountants
AMERICAN EMBASSY,American Embassy
FREIGHT & PASSENGER AGENTS' ASSOCIATION OF NEW YORK CITY,Freight & Passenger Agents' Association Of New York City
RIVERS AND HARBORS COMMITTEE,Rivers And Harbors Committee
CONTRACTING PLASTERERS' ASSOCIATION,Contracting Plasterers' Association
CRIBB CLUB,Cribb Club
18TH CLUB,18th Club
(KING VICTOR EMMANUAL OF ITALY?),(king Victor Emmanual Of Italy?)
BRAGUGLIA & CARRENO'S,Braguglia & Carreno's
AMERICAN GAS LIGHT ASSOCIATION,American Gas Light Association
MERCANTILE CLUB,Mercantile Club
GLEN ISLAND HOTEL,Glen Island Hotel
YE NEW YORK CHAPTER OF YE COLONIAL ORDER,Ye New York Chapter Of Ye Colonial Order
ROBERT EMMET MAC ALARNEY,Robert Emmet Mac Alarney
CHICAGO AUTOMOBILE CLUB,Chicago Automobile Club
POLAND SPRING HOTEL,Poland Spring Hotel
ILLINOIS SOCIETY OF NEW YORK,Illinois Society Of New York
HOTEL HANOVER,Hotel Hanover
(MRS.W.D.SLOANE),(mrs.W.D.Sloane)
ANCIENT & HONORABLE ARTILLERY COMPANY OF MASS.,Ancient And Honorable Artillery Co.
(EMPEROR NICHOLAS II,(emperor Nicholas Ii
AMERICAN COLONY OF PARIS,American Colony Of Paris
FLATIRON RESAURANT AND CAFE,Flat Iron Resaurant And Cafe
HOTEL ST. JAMES,Hotel St. James
LEINSTER REGIMENT,Leinster Regiment
MENZIES'HOTEL,Menzie's Hotel
AMMERICAN ART ASSOCIATION OF PARIS,Ammerican Art Association Of Paris
THE FELLOWSHIP CLUB OF CHICAGO,The Fellowship Club Of Chicago
THE FRIARS,The Friars
JUNKET CLUB,Junket Club
MILITARY ORDER OF THE LOYAL LEGION OF THE UNITED STATES,Military Order Of The Loyal Legion Of The United States Commandery Of The State Of Minnesota
TIPITY WICHITY CLUB,Tipity Wichity Club
INTER COASTAL CANAL COMMITTEE,Inter Coastal Canal Committee
CINCINNATI SOCIETY,Cincinnati Society
ST. GEORGE'S SOCIETY OF THE CITY OF NY,St. George's Society
THE DAILY NEWS,The Daily News
(TRAVELERS' PROTECTIVE ASS'N.),(travelers' Protective Ass'n.)
LOUISIANA SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION,Louisiana Society Of The Sons Of The American Revolution
SHANLEY'S RESTAURANT,Shanley's Restaurant
Victorian Lounge,Victorian Lounge
l'Excuse,L'excuse
Palace Hotel,Palace Hotel
Inagiku,Inagiku
New York Friars Club,New York Friars Club
L.W.C. Michelsen,L.W.C. Michelsen
The Box Tree,The Box Tree
Advertising Club and The Downtown Association,Advertising Club And The Downtown Association
Chew's Cafe,Chew's Cafe
Gramercy Park hotel,Gramercy Park Hotel
Zunfthaus Zur Zimmerleuten Zurich,Zunfthaus Zur Zimmerleuten Zurich
Concorde,Concorde
'S/S \Leonardo Da Vinci\''''','s/s \leonardo Da Vinci\'''''
Golden China,Golden China
Ol' South Restaurant And Bar,Ol' South Restaurant And Bar
Andechser KlostergaststÃ¤tten,Andechser Klostergaststã¤tten
Latin Quarter,Latin Quarter
Promenade CafÃ©,Promenade Cafã©
The Blacksmith House Bakery & CafÃ©,The Blacksmith House Bakery & Cafã©
Santa Maria,Santa Maria
WÃ¶lfel,Wã¶lfel
Lite House,Lite House
Jockey Club Mexicano,Jockey Club Mexicano
Schwarzwalder's Natur Weinhaus,Schwarzwalder's Natur Weinhaus
The Ballroom At Hotel Delmonico,The Ballroom At Hotel Delmonico
Crystal Room,Crystal Room
The Terrace Room,The Terrace Room
Hotel Brickman,Hotel Brickman
Toots Shor,Toots Shor
Geronimo,Geronimo
Zen Palate,Zen Palate
Lou Walter's Latin Quarter,Lou Walter's Latin Quarter
Churchill's,Churchill's
The Flame Restaurant,The Flame Restaurant
Hotel Duke Of Windsor,Hotel Duke Of Windsor
S.S. Manhattan,S.S. Manhattan
'Paquebot ''Paris''''''','paquebot ''paris'''''''
Victoria Hotel,Hotel Victoria
'''Conte Biancamano''''''','''conte Biancamano'''''''
Hotel de Soto,Hotel De Soto
Ships Operating in Atlantic and Gulf Service,Ships Operating In Atlantic And Gulf Service
The Windosr,The Windosr
Hotel Marlborough ,Hotel Marlborough
The Balsams,The Balsams
CafÃ© des Beaux-Arts,Cafã© Des Beaux Arts
Hotel Sterling,Hotel Sterling
Riggs,Rigg's
Metropolitan Life Insurance Company Tuberculosis Sanatorium for Employees,Metropolitan Life Insurance Company
Oneco Hotel,Oneco Hotel
Ritz-Carlton,Ritz Carlton
Hotel Montclair,Hotel Montclair
Hotel Iroquois,Hotel Iroquois
Model Restaurant,Model Restaurant
PIONEER DINING CAR LINE,Pioneer Dining Car Line
USMS NEW YORK,U.S.M.S New York
ARLINGTON HOTEL,Arlington Hotel
HARLOW & KUCHLIN RESTAURANT OYSTER & CHOP HOUSE,Harlow & Kuchlin Restaurant Oyster & Chop House
(ALTA VISTA HOTEL),(alta Vista Hotel)
NIPPON YUSEN KAISHA -S.S.KOBE MARU,Nippon Yusen Kaisha
NATIONAL LIFE INSURANCE CO.,National Life Insurance Co.
CIVIL SERVICE REFORM ASSOCIATION OF NEW YORK,Civil Service Reform Association Of New York
HICKS' RESTAURANT,Hicks' Restaurant
ENGEL HOTEL,Engel Hotel
CHAMPAGNE DUC DE MONTEBELLO (?),Champagne Duc De Montebello (?)
OCEANIC STEAMSHIP,Oceanic Steamship Co.
COLSON HOTEL,Colson Hotel
STATE SOCIETY OF THE CINCINNATI OF PENNSYLVANIA,State Society Of The Cincinnati Of New Jersey
THE BEACON SOCIETY OF BOSTON,The Beacon Society Of Boston
THE H.C. BROWN PALACE HOTEL,The H.C. Brown Palace Hotel
AMERICAN ACADEMY OF MUSIC,American Academy Of Music
PLACE VIGER HOTEL,Place Viger Hotel
ALUMNI ASSOCIATION OF PUBLIC SCHOOL NO.26,Alumni Association Of Public School No.26
SIEGEL COOPER,Siegel Cooper
RHODE ISLAND BAR ASSOCIATION,Rhode Island Bar Association
NEW YORK SONS OF THE REVOLUTION,New York Sons Of The Revolution
THEODORE ROOSEVELT,Theodore Roosevelt
CORINTHIAN SAILING CLUB OF MONTREAL,Corinthian Sailing Club Of Montreal
CARLTON CLUB,Carlton Club
ADELPHIC COUNCIL NO.7,Adelphic Council No.7
FIFTH AVENUE HOTEL (?),(fifth Avenue Hotel)
OHIO COUNTY BAR ASSOCIATION,Ohio County Bar Association
PRINCETON ALUMNI ASSOCIATION OF PHILADELPHIA,Princeton Alumni Association
ALUMNI ASSOCIATION N.Y.N.SS. ST. MARY'S,Alumni Association N.Y.N.Ss. St. Mary's
NATIONAL HARDWOOD LUMBER ASSOCIATION,National Hardwood Lumber Association
HOTEL ADAMS,Hotel Adams
(PRIVATE),(private)
DR. H. G. SHERMAN,Dr. H. G. Sherman
SAN FRANCISCO REAL ESTATE BOARD,San Francisco Chamber Of Commerce
FRATERNAL UNION OF ANOINTED HIGH PRIESTS OF THE STATE OF NEW YORK,Fraternal Union Of Annionted High Priests Of New York State
NEW YORK HOTEL,New York Hotel
THE NEW ENGLAND CONFECTIONERS' CLUB,The New England Confectioners' Club
FOGG'S LADIES' AND GENTLEMEN'S DINING ROOM,Fogg's Ladies' And Gentlemen's Dining Room
PRINCETON ALUMNI ASSOCIATION OF MARYLAND,Princeton Alumni Association
OTTER SWIMMING CLUB,Otter Swimming Club
STAUCH'S RESTURANT,Stauch's Resturant
MINISTRE DU COMMERCE,Ministre Du Commerce
THE INDUSTRIAL CLUB OF CHICAGO,The Industrial Club Of Chicago
UNITED TYPOTHETOE OF PHILADELPHIA,United Typothetae Of America
MASSACHUSETTS SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION,Massachusetts Society Of The Sons Of The American Revolution
ROGER'S RESTAURANT,Roger's Restaurant
Pakistan International Airlines,Pakistan International Airlines
Cote Jardin,Cote Jardin
Atlantic Hotel,Atlantic Hotel
La Gare,La Gare
Foreign Policy Association,Foreign Policy Association
La Grande Cascade,La Grande Cascade
Lord Fletcher Inn,Lord Fletcher Inn
Bistrot Gould,Bistrot Gould
Anthony's Fish Grottos,Anthony's Fish Grottos
'New York Central System,New York Central
King's Inn,King's Inn
'NORDEUTCHER LLOYD,'norddeutscher Lloyd
'U.S.M.S. Philadelphia,'u.S.M.S. Philadelphia
'Grand Hotel,'grand Hotel
Pan American Airways Corporation,Pan American Airways Corporation
The Court Of Two Sisters,The Court Of Two Sisters
Zurlese,Zurlese
The Postilion,The Postilion
Regency Hyatt House,Regency Hyatt House
Charles French Restaurant,Charles French Restaurant
Restaurantbetriebe Fernsehturm,Restaurantbetriebe Fernsehturm
The Oriental,The Oriental
Skipper's Dock,Skipper's Dock
Hotel Pierre,Hotel Pierre
Moore's Historic La Fayette Inn,Moore's Historic La Fayette Inn
Restaurant Lido,Restaurant Lido
Rheinhotel Bad Godesberg,Rheinhotel Bad Godesberg
Green Mountain Restaurant Diner,Green Mountain Restaurant Diner
Hotel Alay,Hotel Alay
S.S. Constitution,S.S. Constitution
The Red Onion,The Red Onion
Chez Taba,Chez Taba
Super Chief,Super Chief
Compagnie GÃ©nÃ©rale Transatlantique,Compagnie Gã©nã©rale Transatlantique
Sherry Normandie Restaurant,Sherry Normandie Restaurant
Club World,Club World
Caffe Bondi,Caffe Bondi
Huntsman's Inn,Huntsman's Inn
Que Pasta's,Que Pasta's
Canadian National Railways,Canadian National Railways
The Maplewood,The Maplewood
K.L.M Restaurant,K.L.M Restaurant
Commodore Hotel,Commodore Hotel
The Woodstock,The Woodstock
The Town Hall Club,The Town Hall Club
Hotel Adlon,Hotel Adlon
The Cavalier,The Cavalier
Aldine Club Rooms,Aldine Club Rooma
New City Club,New City Club
Algonquin Club,Algonquin Club
Herald Square Hotel,Herald Square Hotel
Hotel Marlborough,Hotel Marlborough
Fraunces' Tavern,Fraunces' Tavern
Beaconcrest Hotel,Beaconcrest Hotel
S. S. United States,S. S. United States
The Krueger Auditorium,The Krueger Auditorium
League Building,League Building
Jersey City Club,Jersey City Club
Hotel Karldon,Hotel Karldon
Flower Garden Shelter,Flower Garden Shelter
Pontin's Restaurant,Pontin's Restaurant
Allyn House,Allyn House
Columbia University Club,Columbia University Club
HAMBURG-AMERIKA LINIE,Hamburg-america Line
U.S. ARMY - SUBSISTENCE DEPT.,U.S. Army - Subsistence Dept.
PALACE HOTEL RESTAURAT,Palace Hotel Restaurant
C.SCHMID,C.Schmid
ATLANTIC TRANSPORT LINE,Atlantic Transport Line
SIEGEL-COOPER CO.,Siegel Cooper Co.
THE MARGARET LOUISA HOME,The Margaret Louisa Home
RATHSKELLER,Rathskeller
NEW YORK AND PORTO RICO STEAMSHIP CO.,New York And Porto Rico Steamship Co.
HOTEL DES TEMPLES,Hotel Des Temples
SANTA FE ROUTE DINING CAR SERVICE,Santa Fe Route Dining Car Service
AMERICAN WOOLEN COMPANY,American Woolen Company
PENN RR - PULLMAN DINING CAR SERVICE,Penn Rr - Pullman Dining Car Service
ALPHA DEUTERON PHI GAMMA DELTA,Alpha Deuteron Phi Gamma Delta
MR. SAMUEL D. COYKENDALL,Mr. Samuel D. Coykendall
NYACK BOARD OF TRADE,Nyack Board Of Trade
ADIRONDACK HOTEL LEAGUE,Adirondack Hotel League
HANOVER CLUB,Hanover Club
ALBANY ZOUAVE CADETS,Albany Zouave Cadets
VETERANS OF THE NEW YORK ATHLETIC CLUB,Veterans Of The New York Athletic Club
COLUMBIA GOLF CLUB,Columbia Golf Club
VETERAN ASSOCIATION OF THE 5TH NY ARTILLERY VOLUNTEERS,Veteran Association Of The 5th Ny Artillery Volunteers
STRAFFORD ARMS HOTEL,Strafford Arms Hotel
INMAND AND INTERNATIONAL STEAMSHIP COMPANY LIMITED,Inmand And International Steamship Company Limited
NORWEGIAN CLUB OF NEW YORK,Norwegian Club Of New York
(CLUB),(club)
ASSOCIATED BANKERS OF ALBUQUERQUE,Associated Bankers Of Albuquerque
CLEGG HOTEL,Clegg Hotel
DELAVAN HOUSE,Delavan House
UNITED BRITAIN SOCIETIES,United Britain Societies
FRIENDLY SONS OF ST.PATRICK,Friendly Sons Of St Patrick
CHAMBER OF COMMERCE (NEW YORK CITY?),Chamber Of Commerce
THE GRANVILLE,The Granville
CASINO UNION,Casino Union
MEDINAH TEMPLE,Medinah Temple
FIFTH AVENUE HOTEL CAFE,Fifth Avenue Hotel Cafe
ENRICO CARUSO OF THE METROPOLITAN OPERA HOUSE,Enrico Caruso Of The Metropolitan Opera House
MR. DE LA MAR,Mr. De La Mar
San Angel Inn,San Angel Inn
Drury's Restaurant,Drury's Restaurant
The Hedgerose Heights Inn,The Hedgerose Heights Inn
Zum Durnbrau,Zum Durnbrau
Hotel Sacher,Hotel Sacher
Der Kafig,Der Kafig
National Gallery of Art,National Gallery Of Art
'The City of Los Angeles,'the City Of Los Angeles
National Parlor No. 118,National Parlor No. 118
Green Mill,Green Mill
NEW YORK COUNTY PROHIBITIONISTS,New York County Prohibitionists
'Founders' Day Banquet,'founders' Day Banquet
'Hotel des Trois Rois at La Rotisserie (HOTEL,'hotel Des Trois Rois At La Rotisserie (hotel
Hertie,Hertie
Saks Fifth Avenue,Saks Fifth Avenue
The Piedmont Driving Club,The Piedmont Driving Club
Kuo Wah CafÃ©,Kuo Wah Cafã©
Johns Hopkins Club,Johns Hopkins Club
The Amen Corner,The Amen Corner
Ambassadeurs,Ambassadeurs
The Cliff Dwellers,The Cliff Dwellers
Hackteufel,Hackteufel
Martha Washington Inn,Martha Washington Inn
Nantucket Coffee Shop,Nantucket Coffee Shop
Spatenhaus,Spatenhaus
Leona's,Leona's
The Skillet,The Skillet
Wheeler's,Wheeler's
Salmen Restaurant,Salmen Restaurant
Bavarian Inn,Bavarian Inn
Den Gyldene Freden,Den Gyldene Freden
The Candlewick,The Candlewick
Dramaten Restaurangen,Dramaten Restaurangen
MÃ¼nchner LowenbrÃ¤u,Mã¼nchner Lowenbrã¤u
Veteran's Administrative Center,Veteran's Administrative Center
Hotel Capitol,Hotel Capitol
S.S. President Johnson,S.S. President Johnson
The Apthorpe,The Apthorpe
Knickerbocker Field Club,Knickerbocker Field Club
U. S. S. Virginia,U. S. S. Virginia
Post's Restaurant and Lunch Room,Post's Restaurant And Lunch Room
Building Trades Club,Building Trades Club
[Restaurant name and/or location not given,Restaurant Name And/or Location Not Given
Riggs' Twentieth Street Restaurant,Rigg's Twentieth Street Restaurant
Viemeister's CafÃ© and Restaurant,Viemeister's Cafã© And Restaurant
Reiss's Restaurant,Reiss's Restaurant
Bellevue-Stratford,Bellevue - Stratford
Pouch Mansion,Pouch Mansion
Anheuser-Busch Cafe Restaurant,Anheuser-busch Cafe Restaurant
WEST END HOTEL RESTAURANT,West End Hotel Restaurant
DEGREE TEAM - CAMDEN LODGE #1 -A.O.U.W.,Degree Team - Camden Lodge #1 -a.O.U.W.
SIEGEL COOPER CO.,Siegel Cooper Co.
ELYSEE PALACE HOTEL,Elysee Palace Hotel
CLASS OF '77 OF HARVARD COLLEGE,Class Of '77 Of Harvard College
U.S.M.S ST. PAUL,U.S.M.S St. Paul
(PENNA. SOC'Y. WAR OF 1812),(penna. Soc'y. War Of 1812)
CANADIAN PACIFIC RAILWAY CO. - S.S.ATHABASCA,Canadian Pacific Railway Co.
ESSEX HOTEL,Essex Hotel
WELLS RIVER FISH AND GAME CLUB,Wells River Fish And Game Club
ST. MARK'S CAFE,St. Mark's Cafe
DELEGATIONS TO THE CENTRAL AMERICAN PEACE CONFERENCE,Delegations To The Central American Peace Conference
PACIFIC MAIL STEAMSHIP CO./TRANS-PACIIC LINE,Pacific Mail Steamship Co.
SILSBE & SON OYSTER & CHOP HOUSE,Silsbe & Son Oyster & Chop House
NEIL HOUSE CAFE,Neil House Cafe
UNIVERSITY OF MICHIGAN CLUB,University Of Michigan Club
OHIO COMMANDERY MILITARY ORDER OF THE LOYAL LEGION OF THE U.S.,Ohio Commandery Military Order Of The Loyal Legion Of The U.S.
PHILOLEXIAN SOCIETY OF COLUMBIA UNIVERSITY,Philolexian Society Of Columbia University
R. BRAGUGLIA,R. Braguglia
THE ROCKINGHAM,The Rockingham
SOCIETY OF COLONIAL WARS IN THE COMMONWEALTH OF MASSACHUSETTS,Society Of Colonial Wars
PHILADELPHIA CITY COUNCILS,Philadelphia City Councils
NEW HAVEN LINE - NARRAGANSETT BAY LINE,New Haven Line - Narragansett Bay Line
UNION REPUBLICAN CLUB OF PHILADELPHIA,Union Republican Club Of Philadelphia
PAST REGENTS & REGENTS ASSOCIATION,Past Regents & Regents Association
CLANCEY'S HOTEL MABSON,Clancey's Hotel Mabson
HUDSON RIVER SCHOOL MASTERS' CLUB,Hudson River School Masters' Club
COMMISSIONERS FROM THE DISTRICT OF COLUMBIA TO THE WORLD'S COLUMBIAN EXPOSITION,Commissioners From The District Of Columbia To The World's Columbian Exposition
CAFETERIA,Cafeteria
R.E.RIVERS,R.E.Rivers
MUNICIPALITY OF SAINT PAUL,Municipality Of Saint Paul
IMPERIAL RESTAURANT,Imperial Restaurant
S.C.S.,S.C.S.
ST. DAVID'S SOCIETY OF THE STATE OF NY,St. David's Society Of The State Of New York
WISCONSIN BANKERS' ASOCIATION,Wisconsin Bankers Association
(FIFTH AVENUE HOTEL?},(fifth Avenue Hotel)
BOSTON MERCHANTS ASSOCIATIONI,Boston Merchants Association
ADMIRAL ROBLEY D. EVANS,Admiral Robley D. Evans
SAINT DAVID'S SOCIETY OF THE STATE OF NEW YORK,Saint David's Society Of The State Of New York
SHERMAN HOUSE,Sherman House
SQUADRON A,Squadron A
YOUNG MEN'S DEMOCRATIC CLUB,Young Men's Democratic Club
CAFETERIA-LUNCH,Cafeteria-lunch
NATIONAL ASSOCIATION OF PHOTO ENGRAVERS,National Association Of Photo Engravers
DELTA CHI FRATERNITY,Delta Chi Fraternity
CUNARD LINE R.M.S. PAVONIA,Cunard Line R.M.S. Pavonia
PAPYRUS CLUB,Papyrus Club
CABARET DU CHAT NOIR,Cabaret Du Chat Noir
VIRGINIA-NORTH CAROLINA PRESS ASSOCIATION,Virginia-north Carolina Press Association
COLOMBO HOTEL,Colombo Hotel
GRAND DUKE OF MECKLENBURG-SCHWERIN FRIEDRICH FRANZ,Grand Duke Of Mecklenburg-schwerin Friedrich Franz
COLUMBUS BOARD OF TRADE,Columbus Board Of Trade
WESTRN RESERVE SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION,Westrn Reserve Society Of The Sons Of The American Revolution
THE OCEANIC,The Oceanic
THE NEW ENGLAND SOCIETY IN THE CITY OF NEW YORK,New England Society
CORTLAND COUNTY SOCIETY OF NEW YORK CITY,Cortland County Society Of New York
OHIO LEAF TOBACCO PACKERS' ASSOCIATION,Ohio Leaf Tobacco Packers' Association
BERKSHIRE SOCIETY OF NY,Berkshire Society Of New York
DOBBELSKRUE POSTDAMPSKIBET,Dobbelskrue Postdampskibet
FLOCKING OF THE CROWS,Flocking Of The Crows
Fratis Kallare,Fratis Kallare
Savini,Savini
Hotel des Indes,'hotel Des Indes
Restaurant Faberhof,Restaurant Faberhof
Palace Hotel Restaurant,Palace Hotel Restaurant
Societe Nationale de Poudres et Explosifs,Societe Nationale De Poudres Et Explosifs
Landhaus Scherrer,Landhaus Scherrer
Lespinasse,Lespinasse
Platzl,Platzl
Maxim's,Maxim's
The Colony Restaurant,The Colony Restaurant
Goldener Pflug,Goldener Pflug
P1,P1
Steigenberger Hotels,Steigenberger Hotels
Laperouse,Laperouse
Forbidden City,Forbidden City
Seaboard Railway,Seaboard Railway
The Gate of Cleve,The Gate Of Cleve
Park lane,Park Lane
'Dinner,'dinner
Dinner By Mr. And Mrs. Hugo Reisinger Of Nyc,Dinner By Mr. And Mrs. Hugo Reisinger Of Nyc
'Red Star Line,Red Star Line
The Dallas Club,The Dallas Club
Pizzeria Moby Dick,Pizzeria Moby Dick
Taj Mahal Hotel,Taj Mahal Hotel
Jake's,Jake's
Detroit Athletic Club,Detroit Athletic Club
Just Burgers,Just Burgers
Parkhaus HÃ¼gel,Parkhaus Hã¼gel
The Riverview,The Riverview
The Essex Hotel The Colonnades,The Essex Hotel   The Colonnades
HofbrÃ¤uhaus Am Platzl,Hofbrã¤uhaus Am Platzl
Sheraton Hotels,Sheraton Hotels
Mayan Restaurant,Mayan Restaurant
Bartonsville Hotel,Bartonsville Hotel
Ratskeller Hannover,Ratskeller Hannover
The Manger Hay Adams Hotel,The Manger Hay Adams Hotel
Tibbs Warf,Tibbs Warf
Highland Arms Restaurant,Highland Arms Restaurant
East Side Hotelmen's Association,East Side Hotelmen's Association
Goldener Hirsch,Goldener Hirsch
El Sandwich Different,El Sandwich Different
Rickey's,Rickey's
Casina Delle Rose & Lucciola,Casina Delle Rose & Lucciola
Barneys Market Club,Barneys Market Club
Aktiebolaget Trafikrestauranger,Aktiebolaget Trafikrestauranger
Jane Davies,Jane Davies
NordstrÃ¶m & Tinggren,Nordstrã¶m & Tinggren
Bear Mountain Inn,Bear Mountain Inn
Hotel Carls Rite,Hotel Carls Rite
U. S. S. Texas,U. S. S. Texas
CafÃ© New York Restaurant,Cafã© New York Restaurant
Flatiron Restaurant,Flat Iron Restaurant
Codington Restaurant,Codington Restaurant
Delmonicos.,Delmonico's
Guffanti's Table d'HÃ´te,Guffanti's Table D'hã´te
Seaboard Air Line Railway,Seaboard Air Line Railway
Isaac Lodge No. 43,Isaac Lodge No. 43
Magdalene College,Magdalene College
Castle Stevens,Castle Stevens
Hotel Seneca,Hotel Seneca
Daylight Luncheon: Third Floor,Daylight Luncheon: Third Floor
Deutsche Eisenbahn Speiswagen Gesellschaft,Deutsche Eisenbahn Speiswagen Gesellschaft
Waverly Hotel,Waverly Hotel
Town Hall,Town Hall
Beekman CafÃ© Co.,Beekman Cafã© Co.
Ritz-Carlton Restaurant,Ritz Carlton
Smith's,Smith's
ALBEMARLE HOTEL,Albemarle Hotel
RED STAR LINE - S.S. SOUTHWARK,Red Star Line
(CENTURY CLUB?),(century Club?)
BALTIMORE KNIGHTS TEMPLAR,Baltimore Knights Templar
ORIENTE HOTEL,Oriente Hotel
W.ZAHN & SOHN,W.Zahn & Sohn
ALAMO THE,Alamo The
PICKWICK CLUB,Pickwick Club
MAX PRALE AND WIFE GEB. KAHLE,Max Prale And Wife Geb. Kahle
ROMERBAD HOTEL,Romerbad Hotel
LEONARD LEWISOHN,Leonard Lewisohn
